User_ID,Name,Age,Country,Subscription_Type,Signup_Date,Tenure_Days,Watch_Time_Hours,Favorite_Genre,Last_Login,Days_Since_Login,Support_Tickets,Num_Devices,Churn
9639,Linda Martinez,24,France,Premium,2024-02-17,864,13.24,Thriller,2026-06-29,1,0,4,0
9640,Hiroshi Martinez,26,Canada,Premium,2025-09-20,283,0.0,Fantasy,2026-06-23,7,1,1,0
9641,Thomas Hall,39,Japan,Standard,2024-09-01,667,0.65,Crime,2026-06-29,1,0,2,0
9642,Wei Taylor,20,USA,Basic,2023-11-24,949,0.8,Action,2026-06-09,21,2,1,1
9643,Mary Johnson,28,Mexico,Standard,2025-06-14,381,2.86,Thriller,2026-06-26,4,0,1,0
9644,David Hall,33,USA,Standard,2026-04-27,64,0.0,Crime,2026-06-30,0,0,1,1
9645,Charles Johnson,33,UK,Premium,2024-07-25,705,0.46,Comedy,2026-06-23,7,3,1,1
9646,Joseph Thomas,28,Japan,Premium,2025-07-04,361,1.18,Crime,2026-06-22,8,1,3,0
9647,Richard Wilson,30,Germany,Basic,2024-12-19,558,9.32,Crime,2026-06-30,0,0,1,0
9648,Elizabeth Davis,53,Australia,Standard,2025-12-03,209,3.27,Romance,2026-06-30,0,1,1,0
9649,Susan Taylor,44,Canada,Standard,2025-01-25,521,0.0,Drama,2026-06-25,5,1,3,1
9650,Richard Clark,37,India,Standard,2024-08-10,689,6.78,Thriller,2026-06-28,2,1,1,0
9651,Jessica Anderson,31,Japan,Standard,2023-07-25,1071,6.88,Thriller,2026-06-27,3,0,2,0
9652,Sofia Moore,36,Mexico,Premium,2026-05-16,45,0.0,Drama,2026-06-29,1,0,1,0
9653,Elizabeth Martinez,41,UK,Basic,2024-12-30,547,2.61,Crime,2026-06-24,6,0,1,0
9654,Noah Young,37,USA,Premium,2024-11-02,605,3.99,Sci-Fi,2026-06-24,6,0,5,0
9655,Susan Smith,29,Germany,Premium,2026-03-01,121,0.0,Thriller,2026-06-25,5,0,1,0
9656,Ananya Walker,51,Japan,Basic,2026-05-07,54,0.0,Thriller,2026-06-25,5,0,2,0
9657,Fatima Jackson,32,Germany,Premium,2026-04-18,73,0.4,Drama,2026-06-19,11,0,1,0
9658,Michael Smith,36,Mexico,Premium,2023-06-27,1099,1.28,Comedy,2026-06-20,10,1,1,0
9659,Sofia Martinez,28,Australia,Standard,2023-09-28,1006,4.42,Romance,2026-06-27,3,0,1,0
9660,Michael Anderson,30,UK,Basic,2025-08-10,324,3.03,Documentary,2026-06-27,3,0,4,1
9661,Wei Davis,42,USA,Standard,2024-05-27,764,1.61,Action,2026-06-28,2,1,1,1
9662,Patricia Davis,30,USA,Standard,2023-09-11,1023,3.61,Documentary,2026-06-27,3,0,1,0
9663,Olivia Hall,38,UK,Basic,2024-05-06,785,9.99,Horror,2026-06-27,3,0,1,1
9664,John Smith,33,Brazil,Basic,2023-09-18,1016,7.13,Crime,2026-06-29,1,1,1,0
9665,Ananya Hall,39,Germany,Premium,2025-12-18,194,0.8,Horror,2026-06-27,3,1,2,1
9666,Hiroshi Anderson,31,Canada,Premium,2026-04-07,84,0.62,Crime,2026-06-04,26,0,3,1
9667,Linda Davis,33,Canada,Standard,2024-12-28,549,3.22,Adventure,2026-06-26,4,0,1,0
9668,Charles Clark,44,Germany,Standard,2023-07-18,1078,5.54,Thriller,2026-06-25,5,0,1,0
9669,Sofia Davis,18,UK,Basic,2025-08-23,311,0.0,Drama,2026-06-25,5,1,1,1
9670,Noah Clark,42,Canada,Standard,2026-01-01,180,1.56,Sci-Fi,2026-06-15,15,1,1,1
9671,Olivia Wilson,42,Mexico,Basic,2024-05-28,763,0.94,Thriller,2026-06-23,7,0,1,0
9672,William Moore,47,Australia,Basic,2025-07-06,359,3.74,Horror,2026-06-29,1,0,4,0
9673,Sarah Lewis,24,Mexico,Basic,2026-01-22,159,1.15,Horror,2026-06-24,6,2,1,0
9674,Linda Jackson,54,Australia,Standard,2024-07-06,724,1.13,Romance,2026-06-24,6,0,2,0
9675,Olivia Miller,42,India,Basic,2026-02-15,135,2.21,Thriller,2026-06-25,5,1,1,0
9676,Fatima Jackson,44,India,Premium,2023-07-12,1084,5.14,Crime,2026-06-30,0,0,1,0
9677,Linda Harris,45,USA,Basic,2025-01-08,538,0.99,Documentary,2026-06-29,1,0,1,0
9678,Jessica Thomas,51,UK,Standard,2025-10-12,261,3.24,Documentary,2026-06-23,7,1,1,0
9679,Carlos Anderson,36,Japan,Basic,2025-09-30,273,1.39,Thriller,2026-06-15,15,0,2,1
9680,Patricia Smith,36,Brazil,Premium,2023-12-06,937,9.14,Sci-Fi,2026-06-30,0,1,1,1
9681,Linda Taylor,50,Japan,Basic,2023-09-13,1021,6.47,Documentary,2026-06-23,7,0,1,0
9682,Richard Davis,37,Canada,Basic,2025-01-09,537,0.87,Documentary,2026-06-28,2,0,1,0
9683,Hiroshi Martinez,50,India,Premium,2025-05-15,411,1.64,Documentary,2026-06-28,2,0,3,0
9684,Sarah Walker,23,Australia,Premium,2025-06-19,376,6.26,Romance,2026-06-30,0,0,1,0
9685,Hiroshi Clark,27,Canada,Standard,2025-09-25,278,0.0,Adventure,2026-06-29,1,2,1,1
9686,Ananya Jackson,47,Canada,Basic,2023-08-14,1051,2.0,Sci-Fi,2026-06-25,5,1,2,0
9687,Lucas Miller,37,Mexico,Premium,2024-06-03,757,5.47,Sci-Fi,2026-06-25,5,2,1,1
9688,Michael White,30,Canada,Standard,2024-01-10,902,4.94,Thriller,2026-06-18,12,3,1,0
9689,Robert Garcia,47,Mexico,Premium,2024-12-24,553,2.98,Thriller,2026-06-20,10,1,3,0
9690,Fatima Clark,33,Japan,Premium,2023-10-31,973,2.34,Horror,2026-06-28,2,1,1,0
9691,Wei Hall,49,France,Standard,2023-11-19,954,0.57,Horror,2026-06-09,21,2,1,0
9692,Sofia Clark,32,Germany,Standard,2024-06-13,747,0.74,Romance,2026-06-24,6,0,1,0
9693,Lucas Brown,65,UK,Basic,2026-03-26,96,1.7,Action,2026-06-30,0,0,2,0
9694,James Young,42,Germany,Basic,2026-03-29,93,0.0,Fantasy,2026-06-30,0,0,1,0
9695,Lucas Walker,24,Brazil,Standard,2024-09-17,651,1.63,Crime,2026-06-29,1,1,2,1
9696,Lucas Davis,37,USA,Standard,2023-10-31,973,7.57,Action,2026-06-21,9,1,2,0
9697,Ananya Young,23,Canada,Premium,2026-05-26,35,0.6,Thriller,2026-06-29,1,4,5,1
9698,Lucas Garcia,31,Mexico,Standard,2025-12-02,210,3.59,Adventure,2026-06-30,0,0,3,0
9699,Elizabeth Moore,18,Australia,Basic,2023-12-03,940,2.65,Drama,2026-06-12,18,0,1,0
9700,Noah Brown,43,Canada,Premium,2024-12-02,575,4.22,Horror,2026-06-30,0,0,2,0
9701,Olivia Hall,31,Australia,Basic,2023-11-18,955,16.97,Romance,2026-06-29,1,1,1,0
9702,Jessica Anderson,43,Germany,Basic,2025-06-26,369,0.0,Comedy,2026-06-30,0,0,1,0
9703,Hiroshi White,46,India,Basic,2025-11-26,216,0.0,Horror,2026-06-26,4,2,2,0
9704,Thomas Harris,34,India,Basic,2023-11-07,966,3.05,Fantasy,2026-06-28,2,0,1,0
9705,Susan Johnson,36,Canada,Premium,2024-01-11,901,8.27,Documentary,2026-06-30,0,0,5,0
9706,Elizabeth Lewis,45,Japan,Premium,2024-06-27,733,6.2,Documentary,2026-06-30,0,0,4,0
9707,Jessica Davis,21,France,Standard,2024-04-03,818,28.5,Fantasy,2026-06-29,1,0,2,0
9708,Linda Davis,26,USA,Premium,2024-12-22,555,2.38,Action,2026-05-29,32,1,2,1
9709,Patricia Thomas,41,Japan,Standard,2023-08-16,1049,12.27,Horror,2026-06-27,3,0,5,0
9710,Robert Hall,38,India,Basic,2024-10-30,608,5.73,Horror,2026-06-28,2,0,1,0
9711,Jessica Taylor,44,USA,Premium,2023-11-10,963,8.13,Adventure,2026-06-30,0,0,1,0
9712,Fatima Hall,54,Japan,Standard,2026-02-26,124,0.0,Comedy,2026-06-24,6,3,1,1
9713,Richard Young,19,Canada,Standard,2024-07-10,720,1.39,Comedy,2026-06-30,0,0,1,0
9714,Thomas Miller,30,France,Basic,2025-12-30,182,1.11,Drama,2026-06-20,10,2,2,0
9715,Ananya Brown,22,France,Basic,2023-11-20,953,6.35,Crime,2026-06-21,9,1,4,0
9716,Lucas Johnson,54,Germany,Standard,2023-12-25,918,0.15,Thriller,2026-06-26,4,0,1,0
9717,Robert Davis,25,India,Basic,2025-06-08,387,7.05,Adventure,2026-06-29,1,1,2,0
9718,Karen Clark,28,Mexico,Standard,2023-08-06,1059,19.6,Action,2026-06-30,0,0,2,0
9719,Hiroshi Taylor,33,India,Premium,2023-09-21,1013,10.72,Drama,2026-06-30,0,0,1,0
9720,Richard Anderson,38,Australia,Standard,2023-12-13,930,5.28,Comedy,2026-06-26,4,1,3,0
9721,Karen Hall,37,UK,Premium,2024-10-10,628,2.48,Sci-Fi,2026-06-21,9,1,2,1
9722,Barbara Taylor,18,France,Premium,2025-05-20,406,4.68,Crime,2026-06-29,1,0,2,0
9723,Mary Harris,33,France,Standard,2025-04-21,435,1.25,Action,2026-06-18,12,0,1,1
9724,John Brown,35,USA,Premium,2025-04-05,451,4.68,Thriller,2026-06-30,0,1,1,0
9725,Elizabeth Johnson,35,Japan,Premium,2025-07-15,350,4.61,Horror,2026-06-24,6,0,1,0
9726,Linda Wilson,35,UK,Basic,2026-04-26,65,0.42,Documentary,2026-06-19,11,1,2,0
9727,John Brown,34,France,Basic,2023-12-05,938,1.57,Comedy,2026-06-21,9,0,1,1
9728,Michael Davis,48,Mexico,Basic,2024-08-23,676,1.33,Crime,2026-06-15,15,1,1,1
9729,Emma Clark,41,Australia,Standard,2026-03-16,106,1.21,Adventure,2026-06-30,0,0,1,0
9730,Sarah Martinez,34,Mexico,Standard,2024-07-31,699,2.61,Thriller,2026-06-22,8,0,1,0
9731,Hiroshi Brown,46,India,Standard,2023-06-28,1098,0.0,Horror,2026-06-27,3,4,1,1
9732,Patricia Hall,18,Australia,Basic,2024-10-24,614,10.55,Action,2026-06-28,2,1,1,0
9733,Elizabeth Martinez,38,Mexico,Standard,2025-12-04,208,0.0,Action,2026-06-29,1,0,1,1
9734,William Garcia,32,Canada,Basic,2025-07-02,363,4.34,Thriller,2026-06-30,0,0,1,0
9735,Richard Davis,21,Japan,Premium,2025-11-07,235,1.79,Romance,2026-06-29,1,0,1,0
9736,Susan Wilson,31,Japan,Standard,2023-08-03,1062,5.73,Thriller,2026-06-22,8,0,1,0
9737,Olivia Anderson,54,Japan,Premium,2025-09-21,282,5.39,Crime,2026-06-30,0,1,2,0
9738,Thomas Davis,23,Australia,Premium,2026-01-22,159,0.95,Thriller,2026-06-29,1,0,2,0
9739,Sofia Clark,35,UK,Standard,2025-08-07,327,4.15,Sci-Fi,2026-06-27,3,0,1,0
9740,Michael Miller,28,Australia,Premium,2026-05-20,41,0.0,Fantasy,2026-06-21,9,0,3,1
9741,Carlos Lewis,35,UK,Premium,2023-09-06,1028,7.64,Romance,2026-06-30,0,0,4,0
9742,Olivia Brown,26,Mexico,Standard,2023-11-06,967,3.06,Comedy,2026-06-17,13,0,1,0
9743,Ananya Martinez,41,Australia,Premium,2025-07-18,347,1.1,Thriller,2026-06-29,1,0,5,0
9744,Patricia Davis,49,India,Premium,2023-08-17,1048,11.88,Thriller,2026-06-27,3,0,4,0
9745,Barbara Martinez,23,USA,Premium,2024-10-14,624,6.62,Fantasy,2026-06-30,0,0,1,0
9746,Patricia Garcia,28,India,Standard,2025-01-28,518,1.34,Horror,2026-06-29,1,0,1,1
9747,Ananya Young,18,France,Basic,2025-03-29,458,0.0,Documentary,2026-06-27,3,2,5,1
9748,Noah Davis,42,Brazil,Premium,2023-07-30,1066,5.66,Fantasy,2026-06-23,7,0,1,0
9749,Michael Harris,36,India,Premium,2024-11-01,606,2.59,Thriller,2026-06-30,0,0,1,0
9750,Barbara Young,30,Mexico,Basic,2025-06-27,368,1.68,Romance,2026-06-19,11,1,1,0
9751,William Smith,29,Brazil,Standard,2025-12-10,202,0.0,Thriller,2026-06-29,1,1,3,1
9752,Ananya Taylor,39,Mexico,Standard,2025-10-23,250,1.88,Romance,2026-06-30,0,3,2,0
9753,Wei Miller,43,Mexico,Premium,2025-02-25,490,9.47,Documentary,2026-06-25,5,0,2,0
9754,Mary Hall,31,Mexico,Premium,2026-04-17,74,0.56,Comedy,2026-06-26,4,0,2,0
9755,Michael Davis,55,Brazil,Premium,2025-12-08,204,1.73,Sci-Fi,2026-06-24,6,1,1,0
9756,Sarah Hall,26,France,Premium,2026-05-27,34,0.0,Action,2026-06-29,1,2,4,1
9757,Ananya Johnson,31,India,Standard,2024-07-22,708,5.86,Drama,2026-06-30,0,0,1,0
9758,Sofia Wilson,18,Germany,Basic,2024-08-01,698,1.59,Crime,2026-06-11,19,2,3,1
9759,Hiroshi White,44,Japan,Standard,2025-04-24,432,2.74,Sci-Fi,2026-06-30,0,0,1,0
9760,Charles Smith,31,Australia,Premium,2024-09-26,642,1.65,Sci-Fi,2026-06-26,4,2,1,0
9761,Barbara Davis,18,USA,Premium,2023-08-21,1044,12.45,Adventure,2026-06-30,0,0,1,0
9762,John Smith,23,UK,Basic,2024-09-27,641,4.25,Documentary,2026-06-29,1,0,4,0
9763,Barbara Smith,29,India,Premium,2025-04-29,427,0.05,Horror,2026-06-28,2,0,5,0
9764,Elizabeth Martinez,55,India,Premium,2025-10-25,248,1.31,Adventure,2026-06-24,6,4,2,1
9765,Ananya Garcia,28,Germany,Basic,2026-04-25,66,2.8,Thriller,2026-06-30,0,0,1,0
9766,Michael Martinez,46,Brazil,Standard,2024-11-28,579,9.51,Thriller,2026-06-30,0,0,1,0
9767,Emma Taylor,45,Germany,Premium,2024-12-04,573,2.13,Sci-Fi,2026-06-29,1,1,4,0
9768,Fatima White,18,USA,Basic,2024-04-04,817,7.21,Documentary,2026-06-27,3,1,1,0
9769,Ananya Davis,49,Australia,Premium,2023-06-28,1098,10.3,Crime,2026-06-27,3,0,2,0
9770,Noah Wilson,21,Germany,Standard,2025-04-03,453,0.9,Sci-Fi,2026-06-29,1,2,1,0
9771,Patricia Young,29,Brazil,Standard,2024-02-19,862,1.39,Documentary,2026-06-30,0,0,3,0
9772,Jennifer Jackson,43,UK,Premium,2024-06-10,750,8.59,Horror,2026-06-30,0,0,1,0
9773,Charles Moore,23,Brazil,Standard,2025-09-01,302,5.8,Romance,2026-06-29,1,0,1,0
9774,Lucas Thomas,53,Germany,Premium,2023-09-20,1014,4.57,Horror,2026-06-06,24,0,3,1
9775,David Anderson,50,Australia,Basic,2023-11-11,962,7.62,Romance,2026-06-22,8,1,1,0
9776,Michael Thomas,39,India,Premium,2025-01-02,544,7.0,Crime,2026-06-29,1,1,5,0
9777,Jessica Harris,45,Mexico,Premium,2026-05-26,35,0.0,Comedy,2026-06-30,0,0,1,0
9778,Wei Johnson,51,Japan,Standard,2024-08-25,674,5.73,Documentary,2026-06-28,2,0,1,0
9779,Thomas White,43,France,Standard,2025-06-18,377,1.09,Sci-Fi,2026-06-22,8,0,3,0
9780,Lucas Brown,29,India,Premium,2025-12-02,210,0.69,Adventure,2026-06-30,0,1,3,0
9781,Jennifer Davis,28,Germany,Standard,2026-04-28,63,0.0,Drama,2026-06-24,6,0,2,0
9782,James Davis,45,Canada,Basic,2025-02-12,503,3.28,Thriller,2026-06-20,10,0,3,0
9783,Linda Moore,56,France,Premium,2024-12-22,555,6.57,Thriller,2026-06-29,1,1,3,0
9784,Patricia Harris,46,Canada,Basic,2026-01-27,154,3.78,Documentary,2026-06-29,1,2,1,0
9785,Olivia Taylor,18,Canada,Standard,2023-12-15,928,2.46,Adventure,2026-06-24,6,0,3,0
9786,Sofia Young,25,Japan,Premium,2024-01-14,898,2.19,Romance,2026-06-16,14,2,4,0
9787,James Lewis,40,Mexico,Standard,2025-04-06,450,0.33,Comedy,2026-06-24,6,0,1,0
9788,Karen Wilson,39,Australia,Premium,2023-07-31,1065,4.01,Action,2026-06-29,1,0,3,0
9789,Elizabeth Miller,38,UK,Basic,2024-08-10,689,1.84,Horror,2026-06-13,17,1,1,0
9790,William Brown,51,Brazil,Basic,2026-02-19,131,0.84,Documentary,2026-06-29,1,1,1,0
9791,William Jackson,42,Brazil,Standard,2025-09-02,301,4.51,Action,2026-06-29,1,0,2,0
9792,Fatima Anderson,33,India,Standard,2025-09-25,278,2.52,Thriller,2026-06-20,10,1,3,1
9793,Lucas Wilson,32,India,Premium,2024-02-14,867,0.53,Romance,2026-05-11,50,1,4,1
9794,William Jackson,23,India,Standard,2026-04-16,75,0.0,Horror,2026-06-30,0,0,1,0
9795,Charles Miller,18,France,Standard,2024-05-09,782,2.14,Thriller,2026-06-05,25,2,1,1
9796,Thomas Johnson,47,Australia,Basic,2025-07-12,353,2.22,Sci-Fi,2026-06-19,11,0,1,1
9797,Ananya Walker,52,Australia,Premium,2026-02-03,147,0.93,Fantasy,2026-06-30,0,0,4,1
9798,Elizabeth White,46,Mexico,Basic,2025-06-30,365,3.12,Sci-Fi,2026-06-29,1,0,2,0
9799,Sarah Lewis,47,Germany,Premium,2023-09-23,1011,4.11,Action,2026-06-14,16,2,5,0
9800,Linda Martinez,36,France,Basic,2025-04-30,426,1.9,Fantasy,2026-06-07,23,0,1,0
9801,Joseph Walker,48,Canada,Standard,2023-12-14,929,5.29,Thriller,2026-06-01,29,1,1,1
9802,Olivia Harris,51,UK,Standard,2024-03-02,850,0.0,Documentary,2026-06-27,3,2,1,0
9803,Barbara Garcia,51,Mexico,Basic,2025-09-30,273,0.82,Comedy,2026-06-06,24,0,1,0
9804,Noah Taylor,18,Australia,Standard,2024-03-24,828,8.21,Horror,2026-06-27,3,1,1,0
9805,Hiroshi White,30,USA,Standard,2024-06-26,734,6.35,Horror,2026-06-30,0,0,1,0
9806,John Johnson,32,UK,Basic,2024-05-10,781,0.54,Action,2026-06-24,6,0,1,0
9807,John Brown,18,Canada,Premium,2025-11-22,220,0.0,Romance,2026-06-24,6,0,2,0
9808,Elizabeth Jackson,33,Brazil,Standard,2024-05-29,762,6.05,Crime,2026-06-24,6,1,1,0
9809,Robert Martinez,30,UK,Standard,2023-09-17,1017,8.96,Crime,2026-06-27,3,0,1,0
9810,Sarah White,33,USA,Standard,2024-03-25,827,7.26,Crime,2026-06-21,9,2,1,0
9811,Charles Taylor,47,India,Standard,2024-04-02,819,11.85,Adventure,2026-06-30,0,0,1,0
9812,Patricia Smith,21,Canada,Premium,2024-09-27,641,0.0,Crime,2026-06-03,27,0,1,0
9813,Linda Jackson,41,France,Premium,2023-09-15,1019,2.7,Drama,2026-06-26,4,1,2,0
9814,Elizabeth Thomas,36,Japan,Basic,2024-06-10,750,1.04,Sci-Fi,2026-06-11,19,0,3,1
9815,Joseph Young,26,Germany,Premium,2025-07-08,357,3.44,Thriller,2026-06-30,0,0,1,0
9816,Susan Young,38,UK,Standard,2026-05-21,40,0.0,Documentary,2026-06-23,7,1,2,1
9817,Jessica Johnson,30,Mexico,Basic,2023-10-15,989,5.62,Drama,2026-06-30,0,1,1,0
9818,Barbara Harris,21,Japan,Basic,2024-08-17,682,5.24,Romance,2026-06-29,1,0,1,0
9819,Ananya Brown,36,Brazil,Premium,2023-08-30,1035,2.94,Fantasy,2026-06-03,27,1,2,1
9820,Charles Hall,32,Brazil,Basic,2024-10-21,617,7.67,Sci-Fi,2026-06-30,0,1,2,0
9821,Thomas Johnson,34,France,Standard,2024-01-13,899,3.66,Action,2026-06-27,3,1,2,1
9822,Olivia Harris,38,USA,Standard,2025-08-16,318,2.36,Documentary,2026-06-22,8,1,1,0
9823,Lucas Martinez,38,Canada,Standard,2024-10-19,619,4.99,Fantasy,2026-06-29,1,1,1,0
9824,Susan Jackson,32,Australia,Standard,2024-06-06,754,2.21,Comedy,2026-06-25,5,2,2,0
9825,Richard Jackson,29,Brazil,Premium,2024-07-02,728,2.67,Adventure,2026-06-30,0,0,2,0
9826,Patricia Jackson,29,Mexico,Basic,2025-04-15,441,0.2,Romance,2026-06-24,6,1,1,1
9827,Richard Smith,30,Japan,Basic,2024-03-06,846,3.09,Sci-Fi,2026-06-25,5,0,1,0
9828,Olivia Walker,35,Canada,Basic,2024-08-04,695,0.56,Action,2026-06-27,3,1,1,0
9829,Linda Garcia,33,Germany,Basic,2024-11-20,587,2.39,Comedy,2026-06-18,12,2,2,0
9830,Sarah Smith,48,UK,Basic,2026-05-19,42,0.0,Horror,2026-06-18,12,0,2,1
9831,Karen Anderson,18,Germany,Premium,2023-09-04,1030,16.35,Comedy,2026-06-30,0,1,4,0
9832,Fatima Miller,32,Australia,Basic,2025-07-05,360,0.0,Romance,2026-06-30,0,1,3,1
9833,Joseph Wilson,36,USA,Premium,2023-11-10,963,6.16,Thriller,2026-06-18,12,1,1,0
9834,Sofia Hall,49,Japan,Premium,2025-12-21,191,0.28,Crime,2026-06-30,0,0,3,0
9835,Joseph Wilson,43,Mexico,Premium,2025-01-08,538,0.99,Drama,2026-06-29,1,0,2,0
9836,Linda White,25,Japan,Standard,2024-05-31,760,9.41,Sci-Fi,2026-06-29,1,1,3,0
9837,Patricia Taylor,26,Germany,Standard,2025-05-21,405,8.28,Sci-Fi,2026-06-28,2,0,1,0
9838,Robert Young,26,Japan,Premium,2026-01-16,165,0.59,Thriller,2026-06-26,4,0,3,1
9839,Sarah Jackson,32,France,Premium,2025-03-10,477,2.17,Documentary,2026-06-29,1,0,3,0
9840,Noah Lewis,38,Canada,Basic,2024-02-03,878,4.25,Comedy,2026-06-07,23,1,1,0
9841,Noah Garcia,37,Australia,Premium,2025-05-07,419,0.27,Fantasy,2026-06-28,2,1,5,0
9842,Lucas Walker,31,UK,Premium,2024-08-03,696,7.51,Thriller,2026-06-27,3,1,2,0
9843,Jessica Taylor,18,UK,Standard,2024-01-24,888,14.06,Drama,2026-06-27,3,1,1,0
9844,David Wilson,30,Canada,Basic,2026-03-25,97,0.0,Drama,2026-06-24,6,2,1,1
9845,Patricia Garcia,45,USA,Basic,2023-11-16,957,11.7,Thriller,2026-06-28,2,0,1,0
9846,William Lewis,25,India,Premium,2026-01-18,163,0.93,Romance,2026-06-25,5,0,1,0
9847,John Young,18,Mexico,Basic,2025-05-20,406,0.29,Comedy,2026-06-26,4,2,2,0
9848,Susan Brown,37,Mexico,Premium,2025-09-08,295,0.0,Horror,2026-06-27,3,1,1,1
9849,Charles Davis,43,Canada,Premium,2025-12-23,189,0.43,Documentary,2026-06-16,14,1,1,0
9850,Carlos Lewis,35,France,Standard,2024-08-18,681,1.99,Thriller,2026-06-04,26,1,1,1
9851,James White,46,Canada,Premium,2023-10-04,1000,10.59,Crime,2026-06-29,1,1,3,0
9852,John Johnson,44,India,Premium,2024-04-16,805,4.8,Action,2026-06-20,10,0,2,0
9853,Lucas Wilson,56,France,Standard,2025-09-07,296,3.39,Documentary,2026-06-30,0,0,2,0
9854,Michael Thomas,36,USA,Basic,2024-11-03,604,3.41,Action,2026-06-23,7,0,2,1
9855,David Anderson,32,India,Standard,2024-12-06,571,0.8,Comedy,2026-06-27,3,1,1,0
9856,Jessica Hall,34,Canada,Basic,2024-12-05,572,0.87,Romance,2026-06-27,3,0,2,0
9857,Susan Thomas,48,UK,Premium,2024-08-26,673,0.0,Horror,2026-05-13,48,1,1,1
9858,Lucas Wilson,49,Brazil,Premium,2024-05-08,783,5.24,Sci-Fi,2026-06-28,2,0,5,0
9859,Joseph Davis,28,France,Basic,2025-12-30,182,0.43,Romance,2026-06-27,3,0,1,0
9860,Charles Walker,18,UK,Premium,2025-01-22,524,3.63,Drama,2026-06-30,0,2,1,0
9861,Sofia Hall,36,USA,Premium,2025-06-03,392,4.1,Adventure,2026-06-30,0,0,4,0
9862,Jennifer Moore,54,Mexico,Basic,2024-12-23,554,1.06,Thriller,2026-06-28,2,1,1,1
9863,Richard Brown,38,Canada,Standard,2025-07-16,349,1.67,Horror,2026-06-30,0,0,1,0
9864,Joseph Moore,28,Japan,Premium,2024-08-15,684,3.39,Horror,2026-06-14,16,0,1,1
9865,Jennifer Martinez,29,Germany,Premium,2024-03-29,823,2.83,Documentary,2026-06-28,2,1,1,0
9866,Ananya Anderson,31,UK,Premium,2024-02-14,867,1.11,Romance,2026-06-28,2,0,2,0
9867,Thomas Young,49,France,Basic,2025-09-15,288,2.97,Romance,2026-06-30,0,0,1,0
9868,Elizabeth Clark,33,Brazil,Standard,2026-05-24,37,0.0,Adventure,2026-06-29,1,1,1,0
9869,David Thomas,18,Japan,Basic,2025-09-02,301,0.56,Crime,2026-06-25,5,0,1,1
9870,Joseph Walker,30,USA,Premium,2023-09-28,1006,8.84,Thriller,2026-06-27,3,1,1,0
9871,Fatima Walker,33,UK,Standard,2024-09-20,648,4.44,Adventure,2026-06-28,2,0,1,1
9872,Thomas Miller,47,France,Standard,2026-05-24,37,0.0,Crime,2026-06-19,11,0,2,1
9873,Joseph Wilson,28,Mexico,Premium,2024-03-23,829,6.39,Documentary,2026-06-27,3,0,2,0
9874,Thomas Davis,34,Canada,Premium,2024-10-08,630,12.4,Documentary,2026-06-28,2,0,1,0
9875,Thomas Martinez,18,India,Basic,2025-05-09,417,0.0,Thriller,2026-06-25,5,0,1,1
9876,Carlos Harris,44,Germany,Premium,2023-10-02,1002,2.1,Action,2026-06-11,19,1,3,1
9877,Michael Johnson,44,USA,Standard,2024-01-31,881,6.69,Comedy,2026-06-29,1,0,1,0
9878,Patricia Martinez,29,India,Standard,2025-09-14,289,0.0,Drama,2026-06-30,0,0,1,0
9879,Ananya Taylor,56,Brazil,Standard,2025-10-02,271,2.07,Sci-Fi,2026-06-28,2,1,1,0
9880,Susan Brown,38,Brazil,Premium,2024-06-01,759,11.6,Horror,2026-06-30,0,0,3,0
9881,Richard Thomas,45,India,Basic,2024-12-10,567,0.88,Action,2026-06-28,2,2,1,1
9882,David Lewis,47,Canada,Basic,2026-01-02,179,3.52,Thriller,2026-06-20,10,1,1,1
9883,Michael Brown,21,France,Standard,2025-06-12,383,2.52,Crime,2026-06-27,3,0,1,1
9884,Hiroshi Garcia,57,Japan,Premium,2024-07-25,705,1.57,Adventure,2026-06-25,5,1,1,0
9885,Wei Clark,30,Germany,Premium,2026-03-11,111,0.0,Crime,2026-06-26,4,0,1,0
9886,Joseph Jackson,18,Brazil,Premium,2024-09-07,661,1.11,Romance,2026-06-24,6,2,2,0
9887,Susan Young,40,USA,Premium,2025-03-21,466,1.72,Adventure,2026-06-29,1,1,1,0
9888,Susan Jackson,19,Brazil,Basic,2025-06-12,383,0.0,Drama,2026-05-28,33,1,3,1
9889,Lucas Martinez,31,Australia,Basic,2023-07-06,1090,8.64,Documentary,2026-06-27,3,0,1,0
9890,Ananya Hall,44,Canada,Basic,2025-05-30,396,3.08,Adventure,2026-06-27,3,0,1,0
9891,Carlos Johnson,50,Germany,Basic,2025-08-07,327,7.94,Crime,2026-06-30,0,0,1,0
9892,Wei Anderson,47,Brazil,Standard,2025-08-28,306,2.54,Romance,2026-06-30,0,1,1,0
9893,Joseph Jackson,52,Australia,Basic,2025-08-14,320,11.25,Action,2026-06-28,2,1,1,0
9894,Patricia Hall,35,Australia,Basic,2025-10-03,270,3.65,Horror,2026-06-25,5,0,3,0
9895,William Martinez,27,USA,Standard,2024-08-26,673,3.52,Action,2026-06-27,3,0,3,0
9896,Joseph Jackson,19,Germany,Premium,2023-07-28,1068,4.62,Crime,2026-06-28,2,0,1,0
9897,Jennifer Taylor,36,USA,Standard,2024-10-14,624,1.24,Comedy,2026-06-22,8,1,1,1
9898,Patricia Martinez,18,Japan,Basic,2024-10-15,623,5.48,Thriller,2026-06-28,2,0,2,0
